order_id,order_date,region,category,product,customer_id,quantity,price,sales,profit
ORD-00285,2023-11-21 01:30:16.927899,East,Furniture,Bookshelf,CUST-0074,9,245.71,2211.39,531.92
ORD-00313,2023-12-23 00:18:03.385579,East,Furniture,Desk,CUST-0111,6,431.6,2589.6,489.47
ORD-00287,2023-11-23 08:16:33.103448,South,Office Supplies,Notebook Pack,CUST-0085,9,447.87,4030.83,91.35
ORD-00199,2023-08-14 00:00:00.000000,West,Electronics,Keyboard,CUST-0034,9,138.96,1250.64,372.92
ORD-00118,2023-05-14 12:06:46.269592,South,Office Supplies,Notebook Pack,CUST-0072,11,343.21,3775.31,10.25
ORD-00167,2023-07-09 10:00:22.570532,South,Electronics,Headphones,CUST-0011,11,164.16,1805.76,313.58
ORD-00263,2023-10-26 00:00:00.000000,West,Electronics,Keyboard,CUST-0102,4,482.36,1929.44,-111.08
ORD-00137,2023-06-05 00:00:00.000000,East,Clothing,T-Shirt,CUST-0006,5,259.72,1298.6,-122.57
ORD-00030,2023-02-03 02:10:54.545454,East,Office Supplies,Pen Set,CUST-0120,11,248.62,2734.82,464.42
ORD-00080,2023-04-01 03:27:38.934169,South,Clothing,Cap,CUST-0016,6,202.28,1213.68,379.64
ORD-00205,2023-08-21 18:39:29.905956,West,Clothing,Socks Pack,CUST-0108,5,164.17,820.85,194.52
ORD-00141,2023-06-09 00:00:00.000000,South,Furniture,Filing Cabinet,CUST-0062,9,439.79,3958.11,279.34
ORD-00158,2023-06-29 03:32:09.780564,South,Clothing,Jacket,CUST-0115,2,387.31,774.62,-5.37
ORD-00132,2023-05-30 11:30:39.498432,North,Office Supplies,Pen Set,CUST-0133,2,270.42,540.84,97.25
ORD-00040,2023-02-14 12:02:15.423197,South,Office Supplies,Pen Set,CUST-0118,9,207.945,1871.5,187.46
ORD-00216,2023-09-03 07:53:58.871473,West,Clothing,Socks Pack,CUST-0131,11,100.19,1102.09,-0.71
ORD-00044,2023-02-19 00:00:00.000000,North,Electronics,Webcam,CUST-0099,4,22.9,91.6,-8.94
ORD-00055,2023-03-03 00:00:00.000000,North,Electronics,Monitor,CUST-0020,6,205.0,1230.0,139.45
ORD-00316,2023-12-26 10:27:27.648902,South,Electronics,Headphones,CUST-0028,2,234.59,469.18,14.19
ORD-00303,2023-12-11 14:26:42.507836,West,Office Supplies,Stapler,CUST-0093,11,175.6,1931.6,97.0
ORD-00036,2023-02-09 00:00:00.000000,West,Office Supplies,Printer Paper,CUST-0057,2,493.38,986.76,97.0
ORD-00125,2023-05-22 00:00:00.000000,West,Office Supplies,Pen Set,CUST-0023,11,183.96,2023.56,538.11
ORD-00143,2023-06-12 00:00:00.000000,South,Electronics,Webcam,CUST-0076,10,433.46,4334.6,1123.28
ORD-00292,2023-11-29 00:00:00.000000,North,Furniture,Desk,CUST-0118,3,375.26,1125.78,300.34
ORD-00108,2023-05-03 02:15:25.391849,West,Office Supplies,Pen Set,CUST-0066,7,240.75,1685.25,585.82
ORD-00013,2023-01-14 16:37:37.053291,West,Clothing,Cap,CUST-0035,1,94.84,94.84,0.62
ORD-00048,2023-02-23 15:07:20.125391,North,Office Supplies,Stapler,CUST-0112,6,207.945,1247.67,538.05
ORD-00204,2023-08-20 00:00:00.000000,North,Furniture,Bookshelf,CUST-0054,9,394.79,3553.11,975.17
ORD-00286,2023-11-22 04:53:25.015673,South,Office Supplies,Notebook Pack,CUST-0112,7,69.92,489.44,-5.21
ORD-00120,2023-05-16 18:53:02.445141,East,Electronics,Headphones,CUST-0008,7,73.41,513.87,161.08
ORD-00022,2023-01-24 23:05:49.843260,West,Office Supplies,Pen Set,CUST-0073,10,167.54,1675.4,236.14
ORD-00084,2023-04-05 17:00:11.285266,West,Clothing,Cap,CUST-0072,10,381.91,3819.1,1170.54
ORD-00131,2023-05-29 08:07:31.410658,South,Electronics,Webcam,CUST-0059,1,496.58,496.58,62.175
ORD-00230,2023-09-19 07:17:52.100313,West,Clothing,Socks Pack,CUST-0123,2,265.4,530.8,184.99
ORD-00248,2023-10-09 20:14:17.680250,North,Clothing,Cap,CUST-0132,11,190.36,2093.96,-114.13
ORD-00034,2023-02-07 15:43:26.896551,South,Furniture,Office Chair,,11,468.38,5152.18,500.05
ORD-00314,2023-12-24 00:00:00.000000,East,Electronics,Webcam,CUST-0062,2,204.66,409.32,129.14
ORD-00005,2023-01-05 13:32:32.351097,South,Office Supplies,Pen Set,CUST-0044,7,434.53,3041.71,521.34
ORD-00020,2023-01-22 00:00:00.000000,South,Electronics,Monitor,CUST-0035,7,186.92,1308.44,84.89
ORD-00220,2023-09-07 00:00:00.000000,West,Electronics,Webcam,CUST-0085,4,195.76,783.04,17.08
ORD-00150,2023-06-20 00:27:05.078369,West,Furniture,Desk,,6,96.95,581.7,78.47
ORD-00225,2023-09-13 00:00:00.000000,South,Office Supplies,Notebook Pack,CUST-0016,3,54.08,162.24,-1.11
ORD-00297,2023-12-04 18:07:53.981191,South,Furniture,Bookshelf,CUST-0071,8,434.25,3474.0,1214.07
ORD-00152,2023-06-22 07:13:21.253918,West,Electronics,Keyboard,CUST-0075,8,59.79,478.32,6.5
ORD-00234,2023-09-23 20:50:24.451410,East,Furniture,Office Chair,,8,100.64,805.12,-43.09
ORD-00011,2023-01-12 00:00:00.000000,East,Electronics,Headphones,CUST-0078,2,31.42,62.84,10.43
ORD-00280,2023-11-15 08:34:36.489028,South,Clothing,T-Shirt,CUST-0089,9,117.84,1060.56,198.24
ORD-00072,2023-03-23 00:22:34.231974,North,Office Supplies,Printer Paper,,10,44.62,446.2,107.04
ORD-00253,2023-10-15 00:00:00.000000,East,Electronics,Keyboard,CUST-0021,8,191.48,1531.84,273.31
ORD-00193,2023-08-08 02:01:52.852664,East,Furniture,Bookshelf,CUST-0046,3,324.19,972.57,29.37
ORD-00258,2023-10-21 00:00:00.000000,North,Electronics,Keyboard,CUST-0150,5,479.56,2397.8,-196.19
ORD-00196,2023-08-11 12:11:17.115987,West,Electronics,Webcam,CUST-0021,3,388.3,1164.9,-55.84
ORD-00138,2023-06-06 07:49:28.025078,West,Furniture,Bookshelf,CUST-0062,5,51.57,257.85,73.75999999999999
ORD-00261,2023-10-24 00:00:00.000000,West,Electronics,Keyboard,CUST-0107,6,458.29,2749.74,62.175
ORD-00039,2023-02-13 08:39:07.335423,East,Clothing,Jacket,CUST-0002,4,231.98,927.92,127.16499999999999
ORD-00202,2023-08-18 08:30:05.642633,West,Electronics,Webcam,CUST-0078,1,52.12,52.12,11.86
ORD-00291,2023-11-27 21:49:05.454545,North,Furniture,Desk,CUST-0023,2,277.37,554.74,120.52
ORD-00190,2023-08-04 15:52:28.589341,South,Clothing,Cap,CUST-0074,8,317.94,2543.52,128.07
ORD-00252,2023-10-14 09:46:50.031347,West,Electronics,Headphones,CUST-0079,11,234.52,2579.72,543.18
ORD-00113,2023-05-08 19:11:05.830721,South,Office Supplies,Pen Set,CUST-0096,4,30.23,120.92,-6.02
ORD-00184,2023-07-28 19:33:40.062695,West,Clothing,T-Shirt,CUST-0101,11,69.03,759.33,18.09
ORD-00153,2023-06-23 10:36:29.341692,North,Furniture,Desk,CUST-0016,9,438.97,3950.73,1207.89
ORD-00192,2023-08-06 22:38:44.764890,West,Electronics,Keyboard,CUST-0115,11,382.48,4207.28,489.19
ORD-00045,2023-02-20 04:57:55.862068,North,Electronics,Webcam,CUST-0044,7,401.73,2812.11,20.67
ORD-00007,2023-01-07 20:18:48.526645,South,Furniture,Bookshelf,CUST-0127,3,122.15,366.45,73.75999999999999
ORD-00251,2023-10-13 06:23:41.943573,West,Clothing,T-Shirt,CUST-0110,10,145.78,1457.8,53.51
ORD-00312,2023-12-21 20:54:55.297805,South,Furniture,Bookshelf,CUST-0056,2,98.47,196.94,-2.37
ORD-00076,2023-03-27 13:55:06.583072,West,Clothing,Cap,CUST-0098,7,336.75,2357.25,573.53
ORD-00001,2023-01-01 00:00:00.000000,West,Clothing,Jacket,CUST-0127,1,279.82,279.82,51.85
ORD-00069,2023-03-19 00:00:00.000000,North,Office Supplies,Pen Set,CUST-0102,5,322.24,1611.2,-153.34
ORD-00168,2023-07-10 13:23:30.658307,South,Clothing,Jacket,CUST-0080,6,97.68,586.08,202.12
ORD-00219,2023-09-06 18:03:23.134796,West,Office Supplies,Printer Paper,CUST-0039,6,133.79,802.74,70.96
ORD-00043,2023-02-17 00:00:00.000000,West,Electronics,Headphones,CUST-0122,3,75.8,227.4,56.75
ORD-00073,2023-03-24 03:45:42.319749,North,Furniture,Desk,CUST-0037,6,79.58,477.48,-8.87
ORD-00024,2023-01-27 00:00:00.000000,East,Electronics,Monitor,CUST-0111,2,105.19,210.38,44.74
ORD-00186,2023-07-31 02:19:56.238244,North,Clothing,Cap,CUST-0106,7,476.7,3336.9,582.38
ORD-00104,2023-04-28 12:42:53.040752,West,Office Supplies,Stapler,CUST-0043,11,449.01,4939.11,28.62
ORD-00212,2023-08-29 18:21:26.520376,East,Office Supplies,Pen Set,CUST-0070,8,187.11,1496.88,-2.04
ORD-00068,2023-03-18 10:50:01.880877,West,Electronics,Webcam,CUST-0116,5,158.93,794.65,166.44
ORD-00026,2023-01-29 12:38:22.194357,East,Office Supplies,Notebook Pack,CUST-0141,6,73.02,438.12,145.24
ORD-00197,2023-08-12 15:34:25.203761,North,Furniture,Desk,CUST-0004,11,100.33,1103.63,-33.9
ORD-00176,2023-07-19 16:28:35.360501,South,Office Supplies,Pen Set,CUST-0052,6,92.73,556.38,114.14
